Section	Phonetic	Irish	French	Alt1	Gram. note	Alt2	See section
225	krʹαχtɩmʹ	creachtaim	je blesse				
225	bɔχtʹɩ	boichte			superl. de bɔχt (bocht)		
225	bɔχt	bocht	pauvre				
226	αinʹlʲᴜ:	aidhnliughadh	louvoyer sur place				
226	ᴀᴜnlən	annlann	assaisonnement				
226	kᴜ:nlɩgʹ	cúnlaigh	ramasse, rapetisse !				
226	ᴀᴜnro:	annró	dévastation	ᴀᴜnᵈro:			
226	sg̬ᴀᴜnrə	scannradh	terreur	sg̬ᴀᴜnᵈrə			
226	ᴇ̈:ᵊnᵊrəχ	aonrach	solitaire				
226	amʹɩlʹɩhɩ	aimlithe	maladroit, mal fichu				
226	lʹe:mʹⁱrʹɩgʹ	léimrigh	sauter				
226	ᴜ:mᵊrəsg̬ɑ:ⁱlʹ	iomrascáil	lutter				
226	ʃaᴜmᵊrə	seómra	chambre				
227	αχmərtʹ	eachmairt	rut (chez les chevaux)				
227	dɔχmə	dochma	morose				
227	krʹi:ᵊχnəhə	criochnuighthe	terminé				
227	ɪ:vʹⁱnʹəs	aoibhneas	délice				
227	ɑχᵊrən	achrann	difficulté				
227	sɔχᵊrɩdʹ	sochraid	enterrement				
227	fʹi·əvᵊrəs	fiabhras	fièvre				
228	lɑpᵊrəχɑ̃:n	laprachán	lutin, kobold				
228	ɑ̃mplə	ampladh	avaler				
228	ɛbʹⁱrʹɩ	oibre			gén. de ɔbʷɩrʹ (obair)		
228	ɔbʷɩrʹ	obair	travail				
228	lɑ:ⁱdʹⁱrʹəχt	láidreacht	robustesse				
228	ì:adᵊrəm	éadrom	léger				
228	ɔkᵊrəs	ocras	faim				
228	pʹi·əkᵊləχ	piaclach	pénible				
228	tɑgᵊrɩmʹ	tagraim	je mentionne				
228	kʷiʃⁱlʹɩ	cuisle	pouls				
228	nə hᴜ·ɛʃⁱlʹɩ	na huaisle	les gens du monde				
228	kʷɩʃlʲɑ:n	caisleán	château				249
228	lɑsᵊrəχ	lasrach	éclair				
228	gɑsᵊrə	gasradh	une bande (de soldats, de jeunes gens)				
229	αgʹɩnʹɩ	aigne	esprit				247
229	klʹïsmərtʹ	cliosmairt	confusion, désordre	klʹiʃmʹərtʹ			
229	mʹiʃnʹəχ	misneach	courage				
229	ɔsnə	osna	soupir				
229	ɑkfʷɩnʹəχ	acfuinneach	robuste, énergique				
229	to:kfər	tógfar	on prendra				
229	tʹitʹfər	tuitfear	on tombera				
229	bʹrʹiʃfər	brisfear	on brisera				
229	kɑsfər	casfar	on tournera				
229	ɑdᵊvʷɪ:mʹ	admhuighim	j’avoue				
230	αsb̬ə	easba	manque				
230	laʃtʹi:ᵊs	laistíos	de l’autre côté				
230	fʹᴇʃg̬ʹɩnʹtʹ	feiscint	voir				
230	tʹiʃg̬ʹɩnʹtʹ	tuiscint	comprendre				
230	mʹe:r̤əstə	méireasta			plur. de mʹì:ar (méar)		
230	mʹì:ar	méar	doigt				
230	i·əsg̬ʷɩrʹɩ	iascaire	pêcheur				
230	kərɑ:ʃtʹɩ	coráiste	courage				
230	kɑptᴇ̈:n	captaon	capitaine				
231	fɔhərəm	fothrom	bruit				
231	fɔhərəgə	fothragadh	hâte				
231	bɑhələχ	bathlach	chose démolie				
231	dʹᴇhɩnʹəs	deithneas	hâte				
232	ɑ̃mpᵊləχ	amplach	vorace				
232	kʲα̃ŋgᵊlɩmʹ	ceanglaim	je lie				
232	bᴜ:ndᵊləχ	búndlach	gouttière				
232	kõmpᵊrɑ:ⁱdʹ	compráid	comparaison				
232	αχtᵊrə	eachtra	aventures				
232	kʹinʹʃtʹər	cinstear	fragment				
232	to:rhnʲəχ	tóirneach	tonnerre				
232	bɑ:rhnʲəχ	bâirneach	palourde				
232	i·ərhləχ	iarthlach	tablier				
232	mʷɪnʹərhlʹɩ	muinirtle	manche	mʷɪlʹərtʹɩ			
232	kʹᴇrhlʹi:nʹ	ceirtlín	peloton				
232	αʃtʹrʹi:mʹ	aistrighim	je traduis				
232	kʹᴇʃnʹəv	ceistneamh	se plaindre				
232	maχnəv	machtnamh	réfléchir				
232	löʃkʹfər	loiscfear	on brûlera				
232	tᴇ̈:sktər	taosctar	on vide, épuise				
232	sg̬ölʹtʹfʷi:	scoiltfí	on fendrait	sg̬ölʹfʷɪ:			
